DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,urban_pop_us,Num_Households,median_income,Subsidy,old_age_pop
2002-01-01,117.144,2002,1,50091.0,182565279.867578,4.2,177.7,5.7,72.0164916298855,142.0,1.73,79.4,109297.0,65820.0,24.183,12.3
2002-02-01,117.845,2002,2,50156.0,182796967.569976,4.0,178.0,5.7,72.3333098537061,142.2,1.74,79.4,109297.0,65820.0,24.183,12.3
2002-03-01,118.687,2002,3,50221.0,183077355.612739,4.1,178.5,5.7,72.1321904387761,143.2,1.73,79.4,109297.0,65820.0,24.183,12.3
2002-04-01,119.611,2002,4,50286.0,183259721.051767,4.3,179.3,5.9,71.9150862885645,143.5,1.75,79.4,109297.0,65820.0,24.183,12.3
2002-05-01,120.724,2002,5,50311.333333333336,183508489.919804,4.0,179.5,5.8,72.0259454584681,143.8,1.75,79.4,109297.0,65820.0,24.183,12.3
2002-06-01,121.813,2002,6,50336.666666666664,183669679.05149695,4.2,179.6,5.8,71.8415976183793,144.3,1.75,79.4,109297.0,65820.0,24.183,12.3
2002-07-01,122.888,2002,7,50362.0,183888022.552227,4.2,180.0,5.8,71.7475693074201,144.7,1.73,79.4,109297.0,65820.0,24.183,12.3
2002-08-01,123.83,2002,8,50342.0,184160985.601312,4.0,180.5,5.7,71.8888744427129,145.1,1.74,79.4,109297.0,65820.0,24.183,12.3
2002-09-01,124.78,2002,9,50322.0,184423183.166082,3.9,180.8,5.7,72.0771655373591,145.4,1.75,79.4,109297.0,65820.0,24.183,12.3
2002-10-01,125.735,2002,10,50302.0,184554183.404222,4.0,181.2,5.7,71.8898056338426,145.0,1.75,79.4,109297.0,65820.0,24.183,12.3
2002-11-01,126.67,2002,11,50355.333333333336,184744660.935522,4.0,181.5,5.9,71.5418712996904,144.6,1.34,79.4,109297.0,65820.0,24.183,12.3
2002-12-01,127.624,2002,12,50408.666666666664,184859330.48556095,4.0,181.8,6.0,71.5702667205511,144.3,1.24,79.4,109297.0,65820.0,24.183,12.3
2003-01-01,128.461,2003,1,50462.0,185634217.687818,4.0,182.6,5.8,71.5901364063666,144.4,1.24,79.6,111278.0,65860.0,25.93,12.3
2003-02-01,129.355,2003,2,50573.333333333336,185868643.220494,4.5,183.6,5.9,71.5216291392128,145.2,1.26,79.6,111278.0,65860.0,25.93,12.3
2003-03-01,130.148,2003,3,50684.666666666664,186084693.56995896,4.1,183.9,5.9,71.397721503288,145.2,1.25,79.6,111278.0,65860.0,25.93,12.3
2003-04-01,130.884,2003,4,50796.0,186470081.246257,4.1,183.2,6.0,71.3776313514581,145.9,1.26,79.6,111278.0,65860.0,25.93,12.3
2003-05-01,131.735,2003,5,51034.666666666664,186649528.27930897,3.9,182.9,6.1,71.2130042732107,145.8,1.26,79.6,111278.0,65860.0,25.93,12.3
2003-06-01,132.649,2003,6,51273.333333333336,186801069.52906,3.5,183.1,6.3,71.2150251994821,146.1,1.22,79.6,111278.0,65860.0,25.93,12.3
2003-07-01,133.77700000000002,2003,7,51512.0,187067405.757412,3.6,183.7,6.2,70.9892700849208,147.0,1.01,79.6,111278.0,65860.0,25.93,12.3
2003-08-01,134.969,2003,8,51670.0,187305250.791976,3.5,184.5,6.1,71.0030612120238,147.2,1.03,79.6,111278.0,65860.0,25.93,12.3
2003-09-01,136.29399999999998,2003,9,51828.0,187539775.20925,3.8,185.1,6.1,70.9193816020884,149.0,1.01,79.6,111278.0,65860.0,25.93,12.3
2003-10-01,137.531,2003,10,51986.0,187738373.134674,3.8,184.9,6.0,71.0564452689323,149.6,1.01,79.6,111278.0,65860.0,25.93,12.3
2003-11-01,138.79399999999998,2003,11,52050.333333333336,187972124.74446905,4.1,185.0,5.8,71.1384442507041,150.2,1.0,79.6,111278.0,65860.0,25.93,12.3
2003-12-01,140.179,2003,12,52114.666666666664,188135255.079655,4.0,185.5,5.7,71.1178422448983,149.7,0.98,79.6,111278.0,65860.0,25.93,12.3
2004-01-01,141.64600000000002,2004,1,52179.0,187687969.207989,3.8,186.3,5.7,71.2788050684445,150.0,1.0,79.8,112000.0,65760.0,27.201,12.3
2004-02-01,143.192,2004,2,52275.666666666664,187875451.407649,3.7,186.7,5.6,71.2097318174438,153.4,1.01,79.8,112000.0,65760.0,27.201,12.3
2004-03-01,145.059,2004,3,52372.333333333336,188057722.03934503,3.6,187.1,5.8,71.0497805017363,156.5,1.0,79.8,112000.0,65760.0,27.201,12.3
2004-04-01,146.593,2004,4,52469.0,188320169.74652,4.0,187.4,5.6,71.1817588964935,160.1,1.0,79.8,112000.0,65760.0,27.201,12.3
2004-05-01,148.186,2004,5,52591.0,188475810.280927,3.8,188.2,5.6,71.1320428012636,162.7,1.0,79.8,112000.0,65760.0,27.201,12.3
2004-06-01,149.85,2004,6,52713.0,188689461.442109,3.9,188.9,5.6,71.1064500369221,162.0,1.03,79.8,112000.0,65760.0,27.201,12.3
2004-07-01,151.338,2004,7,52835.0,188840548.663347,4.5,189.1,5.5,71.3041417988805,162.2,1.26,79.8,112000.0,65760.0,27.201,12.3
2004-08-01,152.63299999999998,2004,8,52970.666666666664,189071374.975358,4.3,189.2,5.4,71.2647844339153,165.9,1.43,79.8,112000.0,65760.0,27.201,12.3
2004-09-01,154.179,2004,9,53106.333333333336,189217846.455663,4.1,189.8,5.4,71.1521590896717,167.2,1.61,79.8,112000.0,65760.0,27.201,12.3
2004-10-01,155.75,2004,10,53242.0,189444673.04673,3.9,190.8,5.5,71.2242018310224,165.9,1.76,79.8,112000.0,65760.0,27.201,12.3
2004-11-01,157.52700000000002,2004,11,53401.0,189654575.518692,4.3,191.7,5.4,71.3634636791387,165.5,1.93,79.8,112000.0,65760.0,27.201,12.3
2004-12-01,159.33,2004,12,53560.0,189810239.240583,4.1,191.7,5.4,71.299925268726,166.3,2.16,79.8,112000.0,65760.0,27.201,12.3
2005-01-01,161.28799999999998,2005,1,53719.0,189989658.14832905,4.4,191.6,5.3,71.3102675167279,168.6,2.28,79.9,113343.0,66780.0,27.651,12.4
2005-02-01,163.344,2005,2,53768.666666666664,190144268.613114,4.3,192.4,5.4,71.2244624805278,170.4,2.5,79.9,113343.0,66780.0,27.651,12.4
2005-03-01,165.812,2005,3,53818.333333333336,190460460.091305,4.1,193.1,5.2,71.2654065284129,170.0,2.63,79.9,113343.0,66780.0,27.651,12.4
2005-04-01,167.50099999999998,2005,4,53868.0,190466068.157388,4.3,193.7,5.2,71.4366437737022,170.0,2.79,79.9,113343.0,66780.0,27.651,12.4
2005-05-01,169.351,2005,5,53963.0,190710241.839535,4.2,193.6,5.1,71.5286159105597,168.1,3.0,79.9,113343.0,66780.0,27.651,12.4
2005-06-01,171.19,2005,6,54058.0,190962534.95537505,4.3,193.7,5.0,71.494360179617,167.8,3.04,79.9,113343.0,66780.0,27.651,12.4
2005-07-01,172.86,2005,7,54153.0,191115008.889206,4.2,194.9,5.0,71.6281305421663,167.2,3.26,79.9,113343.0,66780.0,27.651,12.4
2005-08-01,174.442,2005,8,54207.666666666664,191266347.303718,4.5,196.1,4.9,71.8245572251537,165.9,3.5,79.9,113343.0,66780.0,27.651,12.4
2005-09-01,176.438,2005,9,54262.333333333336,191439119.291909,4.7,198.8,5.0,71.6869795970993,168.9,3.62,79.9,113343.0,66780.0,27.651,12.4
2005-10-01,178.028,2005,10,54317.0,191655296.67140105,4.5,199.1,5.0,71.693833341672,171.6,3.78,79.9,113343.0,66780.0,27.651,12.4
2005-11-01,179.68,2005,11,54520.333333333336,191932178.95897,5.0,198.1,5.0,71.5574156434844,172.7,4.0,79.9,113343.0,66780.0,27.651,12.4
2005-12-01,180.91,2005,12,54723.666666666664,192145058.962593,4.9,198.1,4.9,71.6272922696257,173.5,4.16,79.9,113343.0,66780.0,27.651,12.4
2006-01-01,182.321,2006,1,54927.0,192350560.3665,5.3,199.3,4.7,71.690531744003,177.2,4.29,80.1,114384.0,67520.0,28.604,12.4
2006-02-01,183.287,2006,2,54933.0,192542668.33467495,6.1,199.4,4.8,71.7741807061563,177.7,4.49,80.1,114384.0,67520.0,28.604,12.4
2006-03-01,184.364,2006,3,54939.0,192688773.082679,5.9,199.7,4.7,71.8419289732005,178.3,4.59,80.1,114384.0,67520.0,28.604,12.4
2006-04-01,184.329,2006,4,54945.0,192815179.50508305,6.3,200.7,4.7,71.7892300842693,179.0,4.79,80.1,114384.0,67520.0,28.604,12.4
2006-05-01,184.156,2006,5,54925.333333333336,192912881.347801,6.2,201.3,4.6,71.8686595430653,179.9,4.94,80.1,114384.0,67520.0,28.604,12.4
2006-06-01,183.507,2006,6,54905.666666666664,193147759.188992,6.3,201.8,4.6,72.0066357740408,180.7,4.99,80.1,114384.0,67520.0,28.604,12.4
2006-07-01,183.068,2006,7,54886.0,193315722.206678,7.3,202.9,4.7,72.0067876189087,182.3,5.24,80.1,114384.0,67520.0,28.604,12.4
2006-08-01,182.594,2006,8,54996.0,193456189.209716,6.7,203.8,4.7,72.0966157600494,182.6,5.25,80.1,114384.0,67520.0,28.604,12.4
2006-09-01,182.798,2006,9,55106.0,193557903.088906,6.7,202.8,4.5,72.050873036717,183.3,5.25,80.1,114384.0,67520.0,28.604,12.4
2006-10-01,183.198,2006,10,55216.0,193702904.57828,7.3,201.9,4.4,72.2433147607166,182.3,5.25,80.1,114384.0,67520.0,28.604,12.4
2006-11-01,183.609,2006,11,55230.666666666664,193948914.748138,6.6,202.0,4.5,72.1793588670628,179.8,5.25,80.1,114384.0,67520.0,28.604,12.4
2006-12-01,184.139,2006,12,55245.333333333336,194181049.427418,6.5,203.1,4.4,72.3255485543409,179.8,5.24,80.1,114384.0,67520.0,28.604,12.4
2007-01-01,184.517,2007,1,55260.0,194950822.52520895,7.2,203.437,4.6,72.1389786666459,181.1,5.25,80.3,116011.0,68610.0,29.512,12.5
2007-02-01,184.598,2007,2,55331.333333333336,195126880.627733,7.9,204.226,4.5,71.9754313253314,181.5,5.26,80.3,116011.0,68610.0,29.512,12.5
2007-03-01,184.15,2007,3,55402.666666666664,195232897.83557,7.9,205.288,4.4,72.0188718024501,182.5,5.26,80.3,116011.0,68610.0,29.512,12.5
2007-04-01,183.01,2007,4,55474.0,195285714.737398,7.4,205.904,4.5,71.7047436543484,183.7,5.25,80.3,116011.0,68610.0,29.512,12.5
2007-05-01,181.6,2007,5,55532.333333333336,195379018.833646,7.8,206.755,4.4,71.7523530194965,184.0,5.25,80.3,116011.0,68610.0,29.512,12.5
2007-06-01,180.254,2007,6,55590.666666666664,195626634.046856,8.2,207.234,4.6,71.7692298204664,184.0,5.25,80.3,116011.0,68610.0,29.512,12.5
2007-07-01,179.111,2007,7,55649.0,195763535.11075,8.3,207.603,4.7,71.7336819674446,184.2,5.26,80.3,116011.0,68610.0,29.512,12.5
2007-08-01,178.116,2007,8,55718.333333333336,195850863.946078,9.2,207.667,4.6,71.5659257477361,183.9,5.02,80.3,116011.0,68610.0,29.512,12.5
2007-09-01,177.558,2007,9,55787.666666666664,195982436.044094,9.2,208.547,4.7,71.6981546272485,183.4,4.94,80.3,116011.0,68610.0,29.512,12.5
2007-10-01,176.62400000000002,2007,10,55857.0,196078651.47493,8.5,209.19,4.7,71.5803045302188,183.0,4.76,80.3,116011.0,68610.0,29.512,12.5
2007-11-01,175.14700000000002,2007,11,55737.0,196221175.760461,9.4,210.834,4.7,71.7771614629463,183.3,4.49,80.3,116011.0,68610.0,29.512,12.5
2007-12-01,174.342,2007,12,55617.0,196455828.256626,9.6,211.445,5.0,71.5532926113138,183.5,4.24,80.3,116011.0,68610.0,29.512,12.5
2008-01-01,173.132,2008,1,55497.0,196086203.524982,9.3,212.174,5.0,71.6783781969819,184.3,3.94,80.4,116783.0,66280.0,29.876,12.7
2008-02-01,171.541,2008,2,55566.333333333336,196235085.354875,9.7,212.687,4.9,71.435293581499,185.7,2.98,80.4,116783.0,66280.0,29.876,12.7
2008-03-01,170.053,2008,3,55635.666666666664,196400619.620712,10.5,213.448,5.1,71.405518624937,187.8,2.61,80.4,116783.0,66280.0,29.876,12.7
2008-04-01,168.338,2008,4,55705.0,196184860.473712,10.3,213.942,5.0,71.4270797560234,190.9,2.28,80.4,116783.0,66280.0,29.876,12.7
2008-05-01,166.65900000000002,2008,5,55562.666666666664,196464924.349443,10.7,215.208,5.4,71.2029905410887,195.8,1.98,80.4,116783.0,66280.0,29.876,12.7
2008-06-01,165.017,2008,6,55420.333333333336,196572656.95004705,10.7,217.463,5.6,71.1271146045097,200.4,2.0,80.4,116783.0,66280.0,29.876,12.7
2008-07-01,163.566,2008,7,55278.0,196674352.76027095,10.5,219.016,5.8,70.9372729752532,203.4,2.01,80.4,116783.0,66280.0,29.876,12.7
2008-08-01,161.987,2008,8,54832.333333333336,196811762.382218,11.3,218.69,6.1,70.7190251847728,206.5,2.0,80.4,116783.0,66280.0,29.876,12.7
2008-09-01,160.308,2008,9,54386.666666666664,196984550.093428,10.9,218.877,6.1,70.540823791512,206.3,1.81,80.4,116783.0,66280.0,29.876,12.7
2008-10-01,158.327,2008,10,53941.0,197147398.688824,11.6,216.995,6.5,70.3949126003307,201.8,0.97,80.4,116783.0,66280.0,29.876,12.7
2008-11-01,156.142,2008,11,53701.0,197282896.945071,11.4,213.153,6.8,69.9479148378307,199.6,0.39,80.4,116783.0,66280.0,29.876,12.7
2008-12-01,153.619,2008,12,53461.0,197450491.660518,11.2,211.398,7.3,69.5581217375273,194.8,0.16,80.4,116783.0,66280.0,29.876,12.7
2009-01-01,151.507,2009,1,53221.0,196957406.258437,12.2,211.933,7.8,69.0239915520256,193.3,0.15,80.6,117181.0,65850.0,32.883,12.9
2009-02-01,150.015,2009,2,53153.0,197131242.151053,10.5,212.705,8.3,68.7232146359765,191.2,0.22,80.6,117181.0,65850.0,32.883,12.9
2009-03-01,148.66,2009,3,53085.0,197297625.327139,11.0,212.495,8.7,68.2114764112269,190.2,0.18,80.6,117181.0,65850.0,32.883,12.9
2009-04-01,147.94899999999998,2009,4,53017.0,197764400.86352,10.7,212.709,9.0,68.1175033581794,188.1,0.15,80.6,117181.0,65850.0,32.883,12.9
2009-05-01,147.694,2009,5,53038.333333333336,197891272.68780705,9.3,213.022,9.4,67.7649001785639,186.9,0.18,80.6,117181.0,65850.0,32.883,12.9
2009-06-01,148.09,2009,6,53059.666666666664,197603408.54757705,8.5,214.79,9.5,67.8097728949934,187.1,0.21,80.6,117181.0,65850.0,32.883,12.9
2009-07-01,148.41,2009,7,53081.0,197766275.014166,7.9,214.726,9.5,67.6999383608264,187.6,0.16,80.6,117181.0,65850.0,32.883,12.9
2009-08-01,148.278,2009,8,53231.0,198114332.68621105,7.5,215.445,9.6,67.3297366610746,188.1,0.16,80.6,117181.0,65850.0,32.883,12.9
2009-09-01,148.025,2009,9,53381.0,198363808.252616,7.8,215.861,9.8,66.8819393492895,189.3,0.15,80.6,117181.0,65850.0,32.883,12.9
2009-10-01,147.85,2009,10,53531.0,198618252.04989,7.4,216.509,10.0,66.6074131026783,189.7,0.12,80.6,117181.0,65850.0,32.883,12.9
2009-11-01,148.134,2009,11,53581.666666666664,198614188.035042,7.6,217.234,9.9,66.6757442290142,189.2,0.12,80.6,117181.0,65850.0,32.883,12.9
2009-12-01,147.929,2009,12,53632.333333333336,198623349.131128,8.0,217.347,9.9,66.4105191281779,189.4,0.12,80.6,117181.0,65850.0,32.883,12.9
2010-01-01,147.39600000000002,2010,1,53683.0,198065211.537052,8.1,217.488,9.8,66.7493004945554,190.3,0.11,80.8,117538.0,64300.0,32.669,13.0
2010-02-01,145.631,2010,2,53822.0,198329647.91393203,8.3,217.281,9.8,66.7075195826625,192.2,0.13,80.8,117538.0,64300.0,32.669,13.0
2010-03-01,145.859,2010,3,53961.0,198649626.007924,7.1,217.353,9.9,66.7296430527072,193.7,0.16,80.8,117538.0,64300.0,32.669,13.0
2010-04-01,146.403,2010,4,54100.0,199115795.460867,6.2,217.403,9.9,66.8654314965522,196.5,0.2,80.8,117538.0,64300.0,32.669,13.0
2010-05-01,146.394,2010,5,54200.333333333336,199224561.965077,9.3,217.29,9.6,66.7558477285922,198.9,0.2,80.8,117538.0,64300.0,32.669,13.0
2010-06-01,145.721,2010,6,54300.666666666664,198998357.44226295,8.3,217.199,9.4,66.7510741748305,197.2,0.18,80.8,117538.0,64300.0,32.669,13.0
2010-07-01,144.991,2010,7,54401.0,199104164.26996,8.9,217.605,9.4,66.7324437302398,195.6,0.18,80.8,117538.0,64300.0,32.669,13.0
2010-08-01,143.916,2010,8,54457.0,199358427.096852,8.8,217.923,9.5,66.7833483131096,194.1,0.19,80.8,117538.0,64300.0,32.669,13.0
2010-09-01,143.019,2010,9,54513.0,199592944.422734,7.6,218.275,9.5,66.6605343882294,193.9,0.19,80.8,117538.0,64300.0,32.669,13.0
2010-10-01,142.531,2010,10,54569.0,199859978.358188,8.2,219.035,9.4,66.4639098207166,193.8,0.19,80.8,117538.0,64300.0,32.669,13.0
2010-11-01,142.173,2010,11,54493.0,199933691.570699,8.2,219.59,9.8,66.3727218100545,193.6,0.19,80.8,117538.0,64300.0,32.669,13.0
2010-12-01,142.06,2010,12,54417.0,199962030.403099,7.0,220.472,9.3,66.4940765556386,194.2,0.18,80.8,117538.0,64300.0,32.669,13.0
2011-01-01,141.52100000000002,2011,1,54341.0,199071788.58297,7.3,221.187,9.1,66.6797456311241,195.9,0.17,80.9,119927.0,63350.0,34.23,13.3
2011-02-01,140.35,2011,2,54430.666666666664,199329997.658309,8.1,221.898,9.0,66.5974727710918,198.1,0.16,80.9,119927.0,63350.0,34.23,13.3
2011-03-01,139.981,2011,3,54520.333333333336,199524830.186532,7.2,223.046,9.0,66.6849101959247,199.7,0.14,80.9,119927.0,63350.0,34.23,13.3
2011-04-01,140.01,2011,4,54610.0,199950249.05044895,6.7,224.093,9.1,66.5364426971001,201.1,0.1,80.9,119927.0,63350.0,34.23,13.3
2011-05-01,139.905,2011,5,54567.333333333336,200047046.576764,6.6,224.806,9.0,66.5364468258517,201.6,0.09,80.9,119927.0,63350.0,34.23,13.3
2011-06-01,139.862,2011,6,54524.666666666664,199916426.046807,6.6,224.806,9.1,66.4126931084804,201.9,0.09,80.9,119927.0,63350.0,34.23,13.3
2011-07-01,139.73,2011,7,54482.0,200019255.615213,6.7,225.395,9.0,66.401281161031,202.6,0.07,80.9,119927.0,63350.0,34.23,13.3
2011-08-01,139.309,2011,8,54647.666666666664,200119232.68470705,6.5,226.106,9.0,66.6650320898062,202.8,0.1,80.9,119927.0,63350.0,34.23,13.3
2011-09-01,138.668,2011,9,54813.333333333336,200263992.82767,6.3,226.597,9.0,66.6875291894894,202.7,0.08,80.9,119927.0,63350.0,34.23,13.3
2011-10-01,137.952,2011,10,54979.0,200455255.78058,6.0,226.75,8.8,66.6716699294937,202.7,0.07,80.9,119927.0,63350.0,34.23,13.3
2011-11-01,137.15200000000002,2011,11,55100.0,200413998.083871,5.7,227.169,8.6,66.8217850143726,202.2,0.08,80.9,119927.0,63350.0,34.23,13.3
2011-12-01,136.674,2011,12,55221.0,200418681.30812705,5.3,227.223,8.5,66.8558767510904,202.2,0.07,80.9,119927.0,63350.0,34.23,13.3
2012-01-01,136.607,2012,1,55342.0,201013600.78646803,5.3,227.842,8.3,66.9279894184415,203.9,0.08,81.1,121084.0,63350.0,33.283,13.6
2012-02-01,136.533,2012,2,55391.333333333336,201109580.669277,4.8,228.329,8.3,66.9650039716589,205.1,0.1,81.1,121084.0,63350.0,33.283,13.6
2012-03-01,137.904,2012,3,55440.666666666664,201200902.24498,4.9,228.807,8.2,66.9869079964518,205.7,0.13,81.1,121084.0,63350.0,33.283,13.6
2012-04-01,139.154,2012,4,55490.0,201473852.83764,4.9,229.187,8.2,66.91903497136,206.3,0.14,81.1,121084.0,63350.0,33.283,13.6
2012-05-01,140.155,2012,5,55478.0,201510859.836736,4.7,228.713,8.2,67.0612681298211,206.5,0.16,81.1,121084.0,63350.0,33.283,13.6
